utterance_id,emotion,speaker_gender,crop_side,start,end,path,vlm_analysis,paligemma_emotion
Ses04M_script03_1_F021,exc,F,right,162.9098,171.5798,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F021.avi,"The video features a young adult female with shoulder-length blonde hair, wearing a dark sleeveless top and a thin necklace. She is seated in a chair, holding papers that suggest she is reading or presenting. Her gaze is directed slightly upwards and to her right, off-camera, as if addressing an audience. Initially, her expression is neutral, with relaxed mouth corners and eyebrows at rest. As she begins speaking, her lips move to form words, and subtle head nods accompany her speech for emphasis. Her body remains relatively still, with minor shifts in posture as she holds the papers. Her facial expressions shift subtly; while her eyebrows remain mostly neutral, they occasionally raise slightly, coinciding with moments of emphasis in her speech. Her mouth corners turn slightly upward when she speaks, indicating engagement or mild enthusiasm. The overall impression is one of focused concentration and controlled delivery, suggesting a formal setting such as a presentation or interview. Her demeanor remains consistent throughout the video, with no significant changes in emotional expression beyond the natural variations associated with speaking. The lighting is even but somewhat dim, casting soft shadows on her face.",neutral
Ses04M_script03_1_F022,exc,F,right,173.64,175.61,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F022.avi,"The video features a young adult woman with fair skin and blonde hair pulled back into a low ponytail, seated in a chair facing slightly to the right. She is wearing a dark sleeveless top and holds papers in her hands, suggesting she is reading or presenting. Her gaze is directed downwards at the papers, and her expression remains neutral throughout, with no significant changes in facial expressions such as brow furrowing, lip tension, or eye widening. Her mouth corners remain relatively neutral, neither upturned nor downturned, indicating a lack of strong emotional display.

Her body language is characterized by a consistent downward gaze and minimal movement, primarily involving subtle hand gestures while holding the papers. Her head remains mostly still, with occasional slight tilts, possibly for emphasis during speech. The overall demeanor suggests focus and concentration on the task at hand, with no visible signs of stress or excitement. The lighting in the room is even but somewhat dim, casting soft shadows on her face.

The woman's speech is steady, with no noticeable changes in pace or volume, reinforcing the impression of a calm and controlled delivery. Her neutral expression, combined with the lack of dynamic facial or body movements, indicates a focused and composed emotional state. The absence of visible teeth and the consistent downward gaze further support this interpretation",happy
Ses04M_script03_1_F023,exc,F,right,178.7,183.8,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F023.avi,"The video features a young adult female with shoulder-length blonde hair, seated in a director's chair. She is wearing a dark sleeveless top and a thin necklace. Her gaze is directed slightly upwards, and her expression remains neutral throughout the video. Her mouth moves as she speaks, indicating that she is talking. Her body language is relatively still, with minimal movement aside from subtle shifts in posture while seated. Her head remains mostly upright, with occasional slight tilts or nods. The lighting in the room is dim, making it difficult to discern finer details like eye color or skin tone. The background includes a microphone stand and a tripod, suggesting a recording studio setting. The overall impression is one of focused engagement, possibly in a conversation or presentation.",happy
Ses04M_script03_1_F024,exc,F,right,184.54,190.15,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F024.avi,"The video features a young adult woman with shoulder-length blonde hair styled in a low ponytail, seated at a microphone in a recording studio setting. She wears a dark sleeveless top and a thin necklace with a small pendant. Her expression is primarily neutral, occasionally shifting to serious or pensive as she speaks. Her gaze alternates between looking down at notes and glancing up at the camera. Her mouth corners are mostly neutral but occasionally turn slightly upwards when she speaks, suggesting subtle shifts in her emotional state. Her eyebrows remain relatively neutral throughout, without significant raising or furrowing.

She engages in subtle hand gestures while speaking, emphasizing points in her speech. Her head remains mostly still, facing forward, with occasional slight tilts and nods for emphasis. Her body language is relaxed yet attentive, indicative of someone focused on delivering their message. The overall impression is one of a calm and composed individual engaged in a professional activity, such as a presentation or interview. Her facial expressions, combined with her body language and gaze direction, suggest a thoughtful and deliberate communication style.",neutral
Ses04M_script03_1_F025,exc,F,right,191.06,193.6,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F025.avi,"The video features a young adult female with fair skin and blonde hair pulled back into a ponytail, sitting in a recording studio. She wears a dark tank top and a thin necklace. Her face is oval-shaped with a rounded chin, and she has narrow lips. Initially, her expression is neutral as she holds a script or notes, her gaze directed downwards. As she begins to speak, her mouth moves, and her teeth become briefly visible. Her eyebrows remain relatively neutral throughout, with no significant furrowing or raising. Her head remains mostly still, facing forward, with occasional slight tilts and nods for emphasis while reading from the script. Her body language is primarily focused on holding and reading from the script, with minimal movement. Her facial expressions shift subtly as she speaks; her mouth corners turn slightly upwards at times, suggesting a mild positive affect or engagement with the material. This subtle smile coincides with moments where she seems more engaged with the content. Her overall demeanor suggests concentration and focus on delivering the spoken words. The lighting in the room is even but somewhat dim, casting soft shadows on her face. The scene remains static, with no camera movement or changes in the background.",happy
Ses04M_script03_1_F026,exc,F,right,197.53,201.52,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F026.avi,"The video features a young adult female with shoulder-length blonde hair, centered in the frame. She is wearing a dark sleeveless top and a thin necklace. Her gaze is directed downwards towards something off-screen, possibly a script or notes, as she maintains a neutral expression throughout. Her mouth corners are slightly downturned, suggesting concentration rather than sadness. She speaks continuously, her lips moving to form words, and occasionally blinks naturally. Her head remains relatively still, facing forward, with subtle nods that emphasize points in her speech. Her body language is minimal, primarily involving slight shifts in posture while seated. The overall impression is one of focused engagement in delivering information, with no significant emotional fluctuations. The setting is a room with plain walls and simple furniture, under even but somewhat dim lighting.",neutral
Ses04M_script03_1_F027,exc,F,right,204.99,207.75,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F027.avi,"The video features a young adult female with shoulder-length blonde hair pulled back into a low ponytail, centered in the frame. She is seated at a table, wearing a dark sleeveless top, and her gaze is directed downwards towards something on the table, possibly a script or notes. Her expression is neutral, with minimal facial movement, suggesting concentration. Her mouth moves as she speaks, indicating engagement in reading or speaking aloud. Her head remains relatively still, facing forward, with occasional slight tilts downward, reinforcing her focus on the material before her. Her body language is primarily static, with subtle hand movements that suggest interaction with the materials on the table. The lighting is even and moderately bright, likely from overhead fluorescent lights, creating some shadows but overall good visibility. The scene remains unchanged throughout the video, with no camera movement or shifts in the environment. The overall impression is one of focused engagement, with her neutral expression and minimal movements reflecting concentration on the task at hand.",neutral
Ses04M_script03_1_F028,exc,F,right,208.6,215.23,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F028.avi,"The video features a young adult woman with shoulder-length blonde hair, wearing a dark sleeveless top and a necklace with a pendant. She is seated in a chair behind a table, holding papers that suggest she is reading or presenting. Initially, her expression is neutral, with her mouth corners slightly downturned as she looks down at the papers. As she begins to speak, her gaze shifts upwards towards the camera, and her expression becomes more engaged. Her mouth moves dynamically, forming words, and her teeth become visible intermittently. She uses hand gestures to emphasize points while speaking, occasionally nodding her head for affirmation or emphasis. Her eyebrows remain relatively neutral but move subtly with her expressions. The corners of her eyes appear slightly downturned throughout the video. Her overall demeanor suggests a focused and engaged state, with her body language indicating active communication. The lighting in the room is even and moderately bright, coming from overhead fluorescent lights.",happy
Ses04M_script03_1_F029,exc,F,right,218.31,222.65,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F029.avi,"The video features a young adult female with shoulder-length blonde hair tied back in a low ponytail, positioned centrally in the frame. She is wearing a dark sleeveless top and a thin necklace. Her gaze is directed slightly downwards, possibly at notes or a script, as she maintains a neutral expression throughout. Her mouth corners are slightly downturned, suggesting a serious demeanor. She speaks continuously, her lips moving to form words, and occasionally blinks naturally. Her head remains relatively still, facing forward, with subtle nods for emphasis during her speech. Her body language is minimal, with only slight shifts in posture while seated. The overall impression is one of focused concentration on delivering information, with no significant changes in facial expressions, body language, or emotional state throughout the video. The setting is a dimly lit room, likely a recording studio, with a microphone stand visible in the background. The lighting is even but somewhat dim, making it difficult to discern finer details like skin tone and eye color.",happy
Ses04M_script03_1_F030,exc,F,right,225.08,227.4261,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_F030.avi,"The video features a young adult female with fair skin and blonde hair styled in a low ponytail, positioned centrally within the frame. She is wearing a dark tank top and a thin necklace. Her gaze is directed slightly downwards, and her expression remains neutral throughout the clip. Her mouth corners are slightly downturned, contributing to a serious demeanor. She speaks throughout the video, with her lips moving in sync with her words. Her head remains relatively still, facing forward, with occasional subtle nods for emphasis during her speech. Her body language is minimal, with no significant gestures or movements apart from those associated with speaking. The overall impression is one of focused concentration on her speech, with no strong emotional displays. The setting is a room with plain walls, and the lighting is even but somewhat dim, suggesting an indoor environment. There are no discernible camera movements or scene changes.",happy
Ses04M_script03_1_M000,fea,M,left,7.42,9.32,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M000.avi,"The video features a young adult male with medium-length dark brown hair, wearing a coral-colored polo shirt and black pants. He is seated in the center of the frame against a plain off-white background, with his hands restrained by handcuffs. His expression is neutral or slightly serious, with mouth corners downturned and eyebrows in a neutral position. He maintains direct eye contact with the camera throughout the video, speaking continuously as indicated by subtle lip movements. His head remains relatively still, facing forward, with no significant body movement apart from the restrained hands. The overall demeanor suggests a controlled and possibly tense situation due to the handcuffs, with his neutral expression and lack of dynamic facial expressions reinforcing a sense of seriousness or restraint. The lighting is even and bright, likely from an overhead source, creating minimal shadows on his face.",neutral
Ses04M_script03_1_M001,fea,M,left,9.86,10.91,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M001.avi,"The video features a young adult male with short, dark hair styled upwards, sitting against a plain background. He is wearing a coral-colored polo shirt and has a watch on his left wrist. His expression is neutral or slightly serious, with his mouth corners downturned and eyebrows in a neutral position. He maintains a relatively still posture, with his hands resting in his lap, and his gaze directed towards the camera. As he speaks, his lips move to form words, and he blinks naturally. His head remains mostly still, facing forward, with occasional slight tilts. The lighting is even but somewhat dim, making it difficult to discern finer details like skin texture or eye color. The overall impression is one of calmness and focus, with no significant changes in facial expressions, body language, or emotional state throughout the short clip.",neutral
Ses04M_script03_1_M002,fea,M,left,13.15,14.69,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M002.avi,"The video features a young adult male with medium-length dark brown hair, wearing a coral-colored polo shirt and gray pants. He is seated in a chair against a plain off-white background, with his hands restrained by handcuffs on his wrists. His gaze is directed slightly downwards, and he maintains a neutral expression throughout the video. His mouth corners remain mostly neutral, occasionally turning slightly downwards, which suggests a serious or contemplative demeanor. He speaks throughout the video, with his lips moving to form words, but no significant changes in facial expressions or body language are observed. His head remains relatively still, facing forward, with minimal movement. The overall impression is one of seriousness and restraint, due to the handcuffs and his downward gaze. The lack of dynamic facial expressions or body language further reinforces this sense of controlled composure.",neutral
Ses04M_script03_1_M003,neu,M,left,15.7076,19.15,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M003.avi,"The video features a young adult male with short brown hair, wearing a coral-colored polo shirt and dark pants, sitting against a plain off-white background. He is handcuffed, which limits his body movement to subtle shifts in posture. His gaze is directed towards the camera, maintaining consistent eye contact throughout. Initially, he appears serious or neutral, with his mouth corners slightly downturned. As he begins to speak, his expression becomes more engaged, with his mouth corners turning upwards into a slight smile. His eyebrows remain relatively neutral, with no significant raising or furrowing. He talks continuously, with his lips moving as he forms words, and his teeth occasionally visible. He blinks naturally, and his head remains mostly still, facing forward, with occasional slight nods for emphasis during his speech. The limited body movement, combined with his direct gaze and subtle facial expressions, suggests a focused and deliberate communication style. The overall impression is one of a calm and controlled demeanor, despite the restrictive situation implied by his handcuffs.",neutral
Ses04M_script03_1_M004,exc,M,left,20.7,22.87,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M004.avi,"The video features a young adult male with medium-length dark hair tied back in a bun or ponytail, sitting against a plain off-white background. He is wearing a coral-colored polo shirt and dark pants, with his hands cuffed behind him. His gaze is directed slightly downwards, and he maintains a neutral expression throughout the video. His mouth corners remain relatively still, neither upturned nor downturned, and his eyebrows show no significant change in angle. He exhibits minimal facial movement, with only subtle lip movements suggesting quiet speech. His body remains mostly still, with only slight shifts in posture, and his head stays relatively static, facing forward. The overall demeanor suggests a state of restraint or captivity, as indicated by his cuffed hands and lack of movement. The neutral expression, combined with the context of being cuffed, implies a sense of resignation or acceptance of his situation. The limited facial actions and minimal body language reinforce this impression of subdued emotion.",neutral
Ses04M_script03_1_M005,xxx,M,left,24.49,28.97,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M005.avi,"The video features a young adult male with medium-length dark hair styled back from his face, sitting against a plain off-white background. He is wearing a coral-colored polo shirt and gray pants, with a watch visible on his left wrist. His expression is neutral or slightly serious, with his gaze directed towards the camera. Throughout the video, he speaks, as indicated by subtle mouth movements, while maintaining a relatively still posture with minimal body movement. His head remains mostly still, facing forward, with occasional slight tilts to the right. The corners of his mouth remain neutral, and there are no significant changes in eyebrow position or angle. His overall demeanor suggests a calm and focused state, engaged in conversation or presentation. The lighting is even and frontal, though somewhat dim, making it difficult to discern finer details like eye color and skin tone. The scene remains static throughout the video, with no camera movement or changes in the background.",neutral
Ses04M_script03_1_M006,exc,M,left,31.27,34.02,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M006.avi,"The video features a middle-aged man with medium-length brown hair, wearing a red polo shirt and gray pants, sitting against a plain off-white backdrop. He is clean-shaven and has no visible accessories. The lighting in the scene is even and bright, suggesting an indoor setting. Throughout the video, he maintains a neutral expression, with his gaze directed towards the camera. His mouth corners remain mostly neutral, occasionally curving slightly upwards into a subtle smile. He speaks directly to the camera, with his lips moving in sync with his words. His head remains relatively still, facing forward, with occasional slight nods for emphasis. His body language is relaxed, with hands resting on his lap or gesturing subtly as he speaks. He blinks naturally throughout the video. The overall impression is one of calmness and engagement, with his facial expressions and body language conveying a sense of focus and attentiveness.",neutral
Ses04M_script03_1_M007,exc,M,left,34.97,37.45,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M007.avi,"The video features a young adult male with short brown hair, wearing a red polo shirt and dark pants, sitting against a plain off-white background. He is clean-shaven and has no visible accessories. Initially, his expression is neutral, with his gaze directed slightly downwards. As he begins to speak, his mouth corners turn upwards into a subtle smile, and his eyebrows raise slightly, indicating engagement or interest in the conversation. His head remains relatively still, facing forward, with occasional slight tilts and nods as he speaks. He uses hand gestures while talking, emphasizing points in his dialogue. His facial expressions shift between neutral and subtly smiling, reflecting the nuances of his speech. The subtle smile, raised eyebrows, and engaged gaze suggest a positive emotional state, possibly amusement or interest. His body language, including hand gestures and slight head movements, reinforces this impression of active participation in the conversation. The overall demeanor suggests a relaxed yet attentive presence.",neutral
Ses04M_script03_1_M008,xxx,M,left,39.56,44.22,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M008.avi,"A middle-aged man with medium-length brown hair, wearing glasses and a coral-colored polo shirt, sits centered in the frame against a plain off-white background. He has light stubble on his face and wears two dark wristbands. His expression is initially neutral, with his gaze directed slightly downwards. As he begins to speak, his mouth moves, and his teeth become briefly visible. His eyebrows remain relatively neutral throughout, with no significant raising or furrowing. He makes small hand gestures while speaking, though they are not fully visible due to the framing. His head remains mostly still, facing forward, with occasional slight tilts and nods as he speaks. His overall demeanor suggests a calm and focused state, engaged in conversation. The lighting is even but somewhat dim, making it difficult to discern finer details like skin texture or eye color. The camera remains static, focused solely on the man.",neutral
Ses04M_script03_1_M009,xxx,M,left,46.56,48.46,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M009.avi,"A young adult male with medium-length dark hair sits centered in the frame against a plain off-white background. He wears a coral-colored polo shirt and has a name tag on his left chest. His hands are restrained by handcuffs, limiting his movement. He maintains a neutral expression throughout, with his gaze directed slightly downwards. His mouth remains mostly closed, with subtle movements suggesting he is speaking. His eyebrows remain relaxed, and there are no significant changes in his facial features. His body language is limited due to the handcuffs, restricting any noticeable body actions or gestures. The overall impression is one of stillness and restraint, with his neutral expression and downward gaze contributing to an air of seriousness or contemplation. The lack of dynamic facial expressions or body movements reinforces this sense of stillness. The scene remains static, with no camera movement or changes in the background.",neutral
Ses04M_script03_1_M010,neu,M,left,50.43,54.1,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M010.avi,"A young adult male with medium-length brown hair sits centered in the frame against a plain off-white background. He wears a coral-colored polo shirt and has a name tag on his left chest. He is clean-shaven but has some stubble. His hands are clasped together in front of him as he maintains a relatively still posture throughout the video. His gaze is directed slightly downwards, suggesting focus or contemplation. His facial expression remains neutral, with no significant changes in eyebrow position or mouth shape. He speaks throughout the video, indicated by subtle movements of his lips and jaw. His body language is minimal, with only slight shifts in posture and hand placement. The overall impression is one of calmness and attentiveness, possibly indicating engagement in a conversation or presentation. The lighting is even and bright, likely from an overhead source, creating a somewhat washed-out appearance. There are no discernible camera movements, and the scene remains static.",neutral
Ses04M_script03_1_M011,xxx,M,left,56.58,64.44,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M011.avi,"The video features a young adult male with short brown hair, wearing glasses and a coral-colored polo shirt, sitting in a chair against a plain off-white background. He is clean-shaven and has no visible accessories besides his glasses. His gaze is directed towards the camera, maintaining consistent eye contact throughout. Initially, he exhibits a neutral expression, but as he begins to speak, subtle shifts occur. His mouth corners turn slightly upwards into a small smile, suggesting a positive or agreeable tone. This smile is accompanied by slight eyebrow raises, indicating engagement or interest. He uses hand gestures while speaking, emphasizing points in his conversation. His head remains relatively still, facing forward, with occasional slight nods for emphasis. The man's overall demeanor suggests a calm and focused state, with his body language conveying attentiveness and engagement. His facial expressions transition from neutral to subtly positive as he speaks, reflecting an engaged and communicative emotional state. The combination of his steady gaze, slight smiles, and hand gestures contributes to this impression of active participation in the conversation.",neutral
Ses04M_script03_1_M012,neu,M,left,66.55,69.83,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M012.avi,"The video features a young adult male with medium-length dark brown hair, wearing a coral-colored polo shirt and black wrist restraints. He is seated against a plain off-white background, looking directly at the camera with a neutral expression. His hands are bound in front of him, restricting his movement. Initially, he maintains a still posture with minimal facial movement, suggesting a calm demeanor. As he begins to speak, subtle mouth movements indicate communication, though no significant changes in facial expressions or body language occur. His gaze remains fixed on the camera throughout, and his restrained hands limit any expressive gestures. The lack of dynamic facial expressions, combined with the restricted body language, suggests a controlled emotional state, possibly due to the situation implied by the restraints. The overall impression is one of restraint and composure, with no overt signs of distress or agitation.",neutral
Ses04M_script03_1_M013,ang,M,left,70.26,84.45,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M013.avi,"The video features a young adult male with medium-length dark brown hair, wearing a coral-colored polo shirt and dark pants, sitting in a chair against a plain off-white background. He is clean-shaven and has no visible accessories. His gaze is directed slightly downwards, and his head remains relatively still, facing forward. The man's facial expression is primarily neutral, with occasional subtle shifts towards seriousness or pensiveness. His mouth corners are mostly neutral but occasionally turn slightly downwards, particularly when he is not actively speaking. He blinks naturally throughout the video. His body language is minimal, with only slight fidgeting and minor adjustments to his seated position. He speaks throughout the video, with his lips moving in sync with his words. His speech is accompanied by subtle head nods for emphasis. The overall impression is one of calmness and focus, suggesting he is engaged in a conversation or presentation. The lighting is even and bright, coming from a frontal source, which minimizes shadows on his face. The camera remains static, focused solely on the subject.",neutral
Ses04M_script03_1_M014,xxx,M,left,86.92,90.86,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M014.avi,"The video features a young adult male with medium-length dark brown hair styled in a mullet, sitting centered against a plain off-white background. He wears a coral-colored polo shirt and gray pants, with sunglasses perched atop his head. His facial expression is neutral, with relaxed eyebrows and mouth corners that neither upturn nor downturn. He maintains a consistent gaze directly at the camera, suggesting engagement with an unseen audience or interviewer. Throughout the video, he speaks, indicated by subtle lip movements and jaw motion, while his body remains relatively still, exhibiting minimal movement aside from these slight postural adjustments. His overall demeanor is calm and composed, with no significant changes in facial expressions, body language, or emotional state throughout the duration of the video. The lack of dynamic facial expressions, combined with the steady gaze and minimal body movement, suggests a focused and attentive state, possibly indicating concentration on delivering information or responding to questions.",neutral
Ses04M_script03_1_M015,xxx,M,left,94.94,97.3231,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M015.avi,"The video features a young adult male with short brown hair, wearing a red polo shirt and jeans, sitting against a plain off-white background. He is clean-shaven and has no visible accessories. Initially, his expression is neutral, with his gaze directed towards the camera. As he begins to speak, his mouth corners turn upwards into a subtle smile, indicating engagement or a positive emotional state. His eyebrows remain relatively neutral throughout, without significant furrowing or raising. He uses hand gestures while speaking, emphasizing points in his conversation. His head remains mostly still, facing forward, with occasional slight tilts and nods for emphasis. His body language is relaxed, with minimal movement aside from the hand gestures. The overall impression is one of calmness and focus as he communicates directly with the viewer. The lighting is even and bright, suggesting an indoor setting.",neutral
Ses04M_script03_1_M016,sad,M,left,99.5976,103.11,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M016.avi,"The video features a young adult male with short brown hair, wearing a coral-colored polo shirt and jeans, sitting in a chair against a plain off-white background. He is clean-shaven and has no visible accessories. His gaze is directed slightly downwards, and his expression remains neutral throughout the video. The man's mouth moves as he speaks, indicating that he is talking, but there are no significant changes in his facial expressions or body language. His eyebrows remain relaxed, and his mouth corners do not turn up or down significantly. He maintains a relatively still posture, with minimal head movement, and his hands rest on his lap. His overall demeanor suggests a calm and focused state, engaged in conversation. The lighting is even and bright, coming from a frontal source, which illuminates his face clearly. There are no noticeable camera movements, and the scene remains static.",neutral
Ses04M_script03_1_M017,xxx,M,left,104.9227,108.22,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M017.avi,"The video features a young adult male with medium-length brown hair, wearing a coral-colored polo shirt and jeans, sitting in a chair against a plain off-white background. He is clean-shaven and has no visible accessories. His gaze is directed slightly downwards, and his expression remains neutral throughout the video. The man's mouth moves as he speaks, indicating that he is talking, but there are no significant changes in his facial expressions or body language. His head remains relatively still, facing forward, with occasional slight tilts. His hands rest on his lap, and he makes small, subtle hand gestures while speaking. His overall demeanor suggests a calm and focused state, engaged in conversation. The lighting is even and bright, illuminating his face clearly. There are no dramatic shifts in his expression or body language, maintaining a consistent and composed presence throughout the short clip.",neutral
Ses04M_script03_1_M018,xxx,M,left,110.87,113.52,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M018.avi,"The video features a young adult male with medium-length brown hair styled in a mullet, sitting centered against a plain off-white backdrop. He is wearing a coral-colored polo shirt and jeans, with a watch visible on his left wrist. His expression is generally neutral, occasionally shifting to a more serious demeanor as he speaks. His gaze is directed towards the camera, maintaining consistent eye contact throughout. He talks continuously, with his mouth moving naturally with his words. His eyebrows remain relatively neutral, with occasional slight furrowing when he emphasizes certain points. He uses hand gestures while speaking, adding emphasis to his words, and nods subtly at times for affirmation or emphasis. His overall body language remains relaxed and engaged, suggesting a focused yet comfortable interaction. The lighting is even and bright, illuminating his face clearly.",neutral
Ses04M_script03_1_M019,xxx,M,left,114.81,122.22,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M019.avi,"The video features a young adult male with short brown hair, wearing a red polo shirt and jeans, seated in a chair against a plain off-white background. He is clean-shaven and has no visible accessories. The lighting is even and bright, suggesting an indoor setting. Throughout the video, he maintains a neutral expression, with his gaze directed towards the camera. His mouth moves as he speaks, indicating that he is talking. His hands rest on the arms of the chair, and he makes small, subtle hand gestures while speaking. His head remains relatively still, facing forward, with occasional slight nods for emphasis or affirmation. His overall demeanor is calm and composed, with minimal body movement beyond the subtle hand gestures accompanying his speech. The neutral expression, combined with the direct gaze and minimal body language, suggests a focused and attentive state, possibly engaged in a conversation or presentation. The lack of significant facial expressions or body movements reinforces the impression of a controlled and deliberate communication style.",neutral
Ses04M_script03_1_M020,xxx,M,left,123.46,139.1477,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M020.avi,"The video features a young adult male with medium-length brown hair, wearing a red polo shirt and jeans, sitting in a chair against a plain off-white background. He is clean-shaven and has no visible accessories. His gaze is directed slightly downwards, possibly at something off-screen, while his hands rest on his lap. Initially, he maintains a neutral expression with relaxed eyebrows and mouth corners. As he begins to speak, subtle movements of his lips and jaw indicate engagement in conversation. His head remains relatively still, facing forward, with occasional slight tilts or nods. He blinks naturally throughout the video. While speaking, his mouth corners occasionally turn upwards into a brief smile, suggesting moments of cheerfulness or agreement. These smiles coincide with slight eyebrow raises, indicating positive engagement. His body language is generally static, with minimal movement beyond the subtle head nods and hand gestures accompanying his speech. The overall impression is one of calmness and focus, with brief flashes of positive emotion during his speech. The lighting is even and bright, likely from an overhead source, creating some shadows under his chin and nose. The camera remains stationary, focused solely on him.",neutral
Ses04M_script03_1_M021,exc,M,left,139.1744,147.1219,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M021.avi,"The video features a middle-aged man with short, dark brown or black hair, wearing glasses and a coral-colored polo shirt. He is seated in a chair against a plain white background, with his hands resting on his lap. Initially, he maintains a neutral expression, looking directly at the camera. As he begins to speak, his mouth moves, and his teeth become briefly visible. His eyebrows remain relatively neutral throughout, with no significant raising or furrowing. He blinks naturally, and his gaze shifts slightly downwards as he continues talking. His head remains mostly still, facing forward, with occasional slight tilts and nods for emphasis. He uses subtle hand gestures while speaking, though they are not fully visible due to the framing. His overall demeanor suggests a calm and focused state, with minimal body movement and a steady gaze. The lighting is even and bright, coming from a frontal source, which minimizes shadows on his face. The scene remains static, with no camera movement or changes in the background.",neutral
Ses04M_script03_1_M022,xxx,M,left,148.8345,163.63,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M022.avi,"The video features a young adult male with medium-length dark brown hair, wearing a red polo shirt and jeans, sitting in a chair against a plain off-white background. He is clean-shaven and has no visible accessories. His gaze is directed slightly downwards, and his expression remains neutral throughout the video. The man's mouth moves as he speaks, indicating that he is talking, but there are no significant changes in his facial expressions or body language. His eyebrows remain relaxed, and his mouth corners do not turn up or down significantly. He maintains a relatively still posture, with minimal movement besides the subtle motions associated with speaking. His head remains mostly still, facing forward, with occasional slight tilts. There are no noticeable changes in his demeanor or actions during the video. The lighting is even and bright, coming from a frontal source, which illuminates his face clearly. The scene remains static, with no camera movement or changes in the background. Overall, the impression is one of calmness and neutrality, with no strong emotional cues evident.",neutral
Ses04M_script03_1_M023,xxx,M,left,170.777,173.97,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M023.avi,"The video features a young adult male with medium-length dark brown hair styled back from his face, sitting centered in the frame against a plain off-white background. He is wearing a coral-colored polo shirt and jeans, with no visible accessories. His gaze is directed slightly downwards, and he maintains a neutral expression throughout the video. His mouth corners remain mostly neutral, occasionally turning slightly upwards as he speaks. He exhibits minimal body movement, primarily remaining still while seated. His head remains relatively still, facing forward, with occasional slight tilts to the right. He engages in subtle hand gestures while speaking, though these are not clearly defined due to the video quality. His eyebrows remain relaxed, and there are no significant changes in their angle or position. The man's overall demeanor suggests a calm and focused state, engaged in conversation. His facial expressions, combined with his minimal body language and consistent gaze direction, indicate a thoughtful and attentive engagement with the subject matter. The lack of pronounced facial expressions or dynamic body language reinforces the impression of a composed and focused individual.",neutral
Ses04M_script03_1_M024,xxx,M,left,175.04,179.35,utterance_clips/Session4/Ses04M_script03_1/Ses04M_script03_1_M024.avi,"The video features a young adult male with medium-length dark brown hair, wearing a red polo shirt and jeans, sitting against a plain off-white background. He is clean-shaven and has no visible accessories. His head remains relatively still, facing forward towards the camera, with occasional slight tilts to the right. He maintains consistent eye contact with the camera throughout the video. His facial expression is primarily neutral, with subtle shifts in his mouth corners as he speaks. He talks continuously, with his lips moving in sync with his words. His eyebrows remain mostly neutral but occasionally furrow slightly, indicating moments of concentration or thoughtfulness. He uses hand gestures while speaking, though they are not overly animated. His body language is relaxed, with minimal movement beyond the hand gestures and slight head tilts. The overall impression is one of calm engagement, with his neutral expression punctuated by brief moments of thoughtfulness reflected in his eyebrow movements. The lighting is even and bright, suggesting an indoor setting.",neutral
