sr_no,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,split,path,vlm_analysis
1068,Its clearly an Emma.,Monica,neutral,neutral,103,0,8,24,"00:13:44,395","00:13:46,438",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia103_utt0.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile, indicating a shift towards a positive emotion. This change is marked by the upward movement of the mouth corners and a subtle relaxation of facial muscles. The head remains mostly still, with occasional slight tilts, suggesting attentiveness and engagement. The gaze is directed towards the baby, reflecting focused attention. The body language is relaxed, with minimal movement, reinforcing a calm and content demeanor. The overall emotional arc suggests a transition from neutrality to a mild sense of happiness or contentment, primarily conveyed through the subtle smile and relaxed facial muscles."
1069,"Oh honey, but you love that name.",Rachel,sadness,negative,103,1,8,24,"00:13:46,605","00:13:48,816",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia103_utt1.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile towards the end. This shift suggests a move from neutrality to a positive emotion, possibly happiness or contentment. The facial expressions include subtle mouth movements that indicate speech, with no significant eyebrow movement. The head remains relatively still, facing slightly towards the center, while the gaze is directed towards the center of the frame. The body language shows minimal movement, with hands clasped in front, suggesting a relaxed yet attentive posture. The transition from a neutral to a slight smile reflects an emotional shift from calmness to a mild sense of satisfaction or pleasure."
1070,"Yeah, but I love you more.",Monica,joy,positive,103,2,8,24,"00:13:49,817","00:13:51,986",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia103_utt2.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile, indicating a shift towards a more positive emotional state. This change is marked by the upturning of mouth corners and subtle changes in facial muscles around the mouth and eyes. The head remains relatively still, with a slight tilt downwards, suggesting engagement with someone off-screen. The gaze is directed slightly downward, reinforcing the impression of focused attention. The body language is relaxed, with minimal movement, further emphasizing the calm and engaged demeanor. The transition from neutrality to a slight smile suggests a positive emotional shift, possibly in response to an interaction or thought process occurring within the scene."
1071,"Besides yknow, nothing goes with Bing.",Monica,neutral,neutral,103,3,8,24,"0:13:55,072","0:13:57,909",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia103_utt3.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile, indicating a shift towards a positive emotion. This change is marked by the upward movement of the mouth corners and a subtle lift in the eyebrows. The speaker's gaze remains directed towards the woman holding the baby, suggesting engagement and interest. The head tilt and nodding further reinforce this engagement, while the relaxed body language indicates comfort and ease. The smile at the end signifies a positive emotional state, possibly happiness or contentment, related to the context of the interaction."
1072,So Im screwed.,Monica,joy,positive,103,4,8,24,"0:13:57,909","0:13:59,473",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia103_utt4.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, indicated by subtle eyebrow raises and slight lip movements. His gaze shifts between the woman holding the baby and the woman in the white shirt, suggesting active engagement in the conversation. He nods occasionally, indicating agreement or understanding, and his body language remains relatively still, with minimal movement apart from these gestures. The speaker's facial expressions evolve from neutral to engaged, marked by raised eyebrows and lip movements, reflecting an increase in interest and involvement in the discussion. This shift is supported by his head tilting slightly and nodding, which further emphasizes his engagement. The overall emotional arc suggests a transition from neutrality to active participation, characterized by attentive listening and thoughtful responses."
1081,"Oh-oh, I'm a duck! I go, ""Quack, quack!"" Im happy all the time!",Chandler,joy,positive,104,0,5,8,"00:20:15,464","00:20:18,925",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt0.mp4,"The speaker begins with a neutral expression, which transitions to frustration, and ends with a brief smile. Initially, the speaker's mouth corners are downturned, indicating neutrality. As frustration builds, the mouth corners become more pronouncedly downturned, and the eyebrows furrow slightly. This combination of facial expressions suggests increasing frustration. Later, the speaker's mouth corners turn upwards briefly, forming a smile, which indicates a shift towards a more positive emotion. Throughout these changes, the speaker's head remains relatively still, with slight nods and tilts accompanying their speech. The speaker's gaze is directed off-screen, suggesting engagement with another person. The speaker's body language remains relaxed, with minimal movement aside from subtle head gestures. The overall emotional arc begins with neutrality, progresses to frustration, and concludes with a fleeting moment of positivity."
1082,Nice try.,Chandler,sadness,negative,104,1,5,8,"00:20:30,395","00:20:31,520",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt1.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile towards the end. Initially, his mouth corners are slightly downturned, indicating neutrality or mild displeasure. As he speaks, his mouth corners turn upwards, suggesting a shift towards a more positive or amused emotional state. His gaze remains directed off-screen, possibly towards another person, and his head stays relatively still, with no significant movement. The lack of body language further emphasizes the subtle changes in facial expressions. The transition from a neutral to a slightly smiling expression suggests a shift from a neutral or mildly negative state to a more positive or amused one. This change is primarily reflected in the upward movement of the mouth corners, while the rest of his facial features remain largely unchanged."
1083,"Wait, wait, wait!",Monica,joy,positive,104,2,5,8,"00:20:31,688","00:20:33,522",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt2.mp4,"The speaker begins with a neutral expression, which transitions to mild frustration, and concludes with a brief smile. Initially, the speaker's mouth corners are slightly downturned, indicating neutrality. As the clip progresses, the speaker's mouth corners turn upwards, suggesting a shift towards frustration. Finally, the speaker's mouth corners upturn again, forming a brief smile. Throughout the clip, the speaker's eyebrows remain relatively neutral, and their gaze is directed at the other person. The speaker's head remains mostly still, with slight tilts and nods accompanying speech. The speaker's body language includes subtle hand gestures and maintains a relaxed posture. The speaker's facial expressions, particularly the changes in mouth corner positioning, reflect the transition from neutrality to frustration and back to a brief smile."
1084,"Look, Monica",Chandler,neutral,neutral,104,3,5,8,"0:20:36,526","0:20:37,361",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt3.mp4,"The speaker begins with a neutral expression, which transitions to a slightly concerned look, then to a more serious demeanor, before finally showing a hint of amusement or satisfaction. This shift is marked by subtle changes in facial expressions, such as slight furrowing of the brow and a tightening of the lips. His head remains relatively still, with occasional slight tilts and nods, indicating engagement in the conversation. His gaze is directed off-screen, suggesting he is focused on another person. The body language is relaxed, with minimal movement, reinforcing his calm and collected demeanor. The final transition to a slight smile suggests a positive emotional shift, possibly in response to something said or done by the unseen individual."
1085,Look!,Monica,surprise,negative,104,4,5,8,"0:20:37,361","0:20:37,799",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt4.mp4,"The speaker begins with a neutral expression, which transitions to a slightly concerned look, indicated by furrowed brows and downturned mouth corners. This expression suggests a shift towards concern or contemplation. As he continues speaking, his expression becomes more serious, marked by a slight tightening around the mouth and a subtle frown. His gaze remains directed off-screen, suggesting engagement with someone outside the frame. He maintains a relatively still posture, with minimal body movement, indicating focused attention. Towards the end, there is a subtle upturn of the mouth corners, hinting at a fleeting positive emotion or a softening of his demeanor. Overall, the speaker's emotional arc progresses from neutral to concerned, then serious, before briefly showing a hint of positivity."
1086,This is not going to work.,Chandler,anger,negative,104,5,5,8,"00:20:42,366","00:20:43,699",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt5.mp4,"The speaker begins with a neutral expression, which transitions to mild frustration, evidenced by furrowed brows and a tense jaw. This frustration is further emphasized by a slight head shake and a downward gaze. As the clip progresses, the speaker's mouth corners turn slightly upwards, suggesting a shift towards a more positive emotion, possibly relief or amusement. The speaker's body language remains relatively still, with minimal movement beyond the head shake and subtle facial expressions. The overall emotional arc is marked by an initial neutrality that shifts to frustration, followed by a brief hint of positivity."
1087,I bet this will work!,Monica,joy,positive,104,6,5,8,"00:20:43,867","00:20:45,660",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt6.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, indicated by subtle eyebrow raises and slight lip movements. His gaze remains directed towards the other person throughout, suggesting attentiveness. He uses hand gestures while speaking, adding emphasis to his words. His head remains relatively still, with occasional nods and slight turns, indicating active listening and engagement. As the conversation progresses, his expression becomes more animated, reflecting increasing involvement in the discussion. Towards the end, there is a slight upturn of the mouth corners, hinting at a brief smile, possibly in response to something said or as a way to conclude the interaction positively. Overall, the speaker's emotional arc moves from neutral to engaged and slightly positive, marked by dynamic facial expressions and body language that reflect active participation in the conversation."
1088,You are so great! I love you!,Chandler,joy,positive,104,7,5,8,"00:20:54,086","00:20:56,754",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt7.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, indicated by slight eyebrow raises and mouth movements. His gaze remains directed towards the other person throughout, suggesting attentiveness. He uses hand gestures while speaking, adding emphasis to his words. His head remains relatively still, with occasional nods and slight turns, indicating active listening and engagement. As the conversation progresses, his expression becomes more animated, reflecting increasing involvement in the discussion. Towards the end, there is a subtle shift towards a more positive affect, possibly a slight smile, though this is not definitively clear due to the limited view. Overall, the speaker's emotional state evolves from neutral to engaged and slightly positive, driven by facial expressions like eyebrow raises and mouth movements, along with body language such as hand gestures and head nods."
1089,What?,Monica,surprise,positive,104,8,5,8,"00:21:06,431","00:21:07,765",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt8.mp4,"The speaker begins with a neutral expression, which transitions to mild frustration, and concludes with a brief smile. Initially, his mouth corners are slightly downturned, reflecting neutrality. As he speaks, his eyebrows raise slightly, and his mouth opens wider, indicating mild frustration. His gaze remains directed towards the woman throughout, suggesting engagement. He uses hand gestures while speaking, further emphasizing his points. Later, his mouth corners turn upwards briefly, forming a smile, signaling a shift to a more positive emotion. This change is accompanied by a slight nodding motion of his head, reinforcing the transition to a more relaxed and positive demeanor. The combination of these facial expressions, head movements, and body language suggests an emotional arc that moves from neutral to mildly frustrated, concluding with a brief moment of happiness."
1090,"Nothing! I said, I said ""You're so great"" and then I just, I just stopped talking!",Chandler,fear,negative,104,9,5,8,"00:21:07,933","00:21:11,852",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt9.mp4,"The speaker begins with a neutral expression, which transitions to mild frustration, indicated by furrowed brows and a tense jaw. This frustration is evident through his head shaking and gaze directed off-screen, suggesting he is addressing someone not visible in the frame. His body language includes hand gestures that emphasize his points, adding to the sense of engagement and emphasis. As the clip progresses, the speaker's mouth corners shift from downturned to slightly upturned, indicating a brief smile towards the end, reflecting a change in his emotional state. The combination of these facial expressions, head movements, and body language suggests an initial neutral state evolving into frustration, followed by a momentary positive shift."
1091,You said you loved me! I can't believe this!,Monica,surprise,positive,104,10,5,8,"00:21:13,563","00:21:15,815",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt10.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile towards the end. This shift suggests a change from neutrality to mild amusement or contentment. Initially, the speaker's mouth corners are neutral, but they curve slightly upwards as the clip progresses, indicating a subtle smile. The speaker's gaze remains directed at the other person throughout, suggesting engagement. The speaker's head remains relatively still, facing the other person, with no significant movement observed. The body language is relaxed, with hands clasped in front, indicating comfort. The facial expressions associated with this emotional transition include the slight upward curve of the mouth corners, reflecting a shift from neutrality to a mild positive emotion. The consistent gaze and minimal head movement suggest focused attention and engagement with the other person. The relaxed body language further supports the interpretation of a comfortable and possibly amused state."
1092,No I didn't!,Chandler,fear,negative,104,11,5,8,"00:21:15,983","00:21:17,108",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt11.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks. His eyebrows raise slightly, and his mouth corners turn upwards, indicating interest and engagement. He nods subtly while speaking, suggesting agreement or emphasis. His gaze remains directed towards the listener, reinforcing his engagement. As he continues speaking, his hand gestures become more animated, further emphasizing his points. Later, his expression returns to neutral, but he maintains an attentive posture, with slight head tilts and nods. Throughout the clip, his facial expressions, head movements, and body language all contribute to conveying his emotional state, shifting from neutral to engaged and back to neutral."
1093,"Yes, you did!",Monica,surprise,positive,104,12,5,8,"0:21:18,944","0:21:21,072",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt12.mp4,"The speaker begins with a neutral expression, which transitions to frustration, and then briefly smiles. Initially, his eyebrows are slightly raised, and his mouth corners are upturned, indicating engagement. As he speaks, his eyebrows furrow, and his mouth corners turn downwards, reflecting frustration. Later, his mouth corners turn upwards into a brief smile. His head remains mostly straight, with slight tilts and nods accompanying his speech. He uses hand gestures throughout, emphasizing his points. The combination of furrowed brows, downturned mouth corners, and animated hand gestures suggests a shift from neutrality to frustration before concluding with a brief smile."
1094,No I didn't!,Chandler,fear,negative,104,13,5,8,"0:21:21,072","0:21:21,468",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt13.mp4,"The speaker begins with a neutral expression, which transitions to a cheerful demeanor characterized by upturned mouth corners and visible teeth. This cheerful expression is maintained throughout the clip, with no significant changes in facial expressions beyond the initial shift to smiling. The speaker's head remains relatively still, facing slightly towards the right, with occasional slight tilts and nods. His gaze is directed towards the person he is speaking to, indicating engagement. He uses hand gestures to emphasize his points, suggesting an active and engaged communication style. The speaker's body language, including relaxed posture and gesturing, supports the cheerful and engaged emotional state. The combination of smiling, direct gaze, and animated hand gestures contributes to the perception of a positive and engaging interaction."
1095,You love me!,Monica,joy,positive,104,14,5,8,"00:21:22,281","00:21:23,823",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt14.mp4,"The speaker begins with a neutral expression, which transitions to frustration, and ends with a brief smile. Initially, the speaker's mouth corners are downturned, indicating neutrality. As frustration builds, the mouth corners turn upwards, suggesting a shift towards frustration. Finally, the mouth corners upturn again briefly, indicating a smile. The speaker's head remains mostly still, facing slightly towards the other person, with occasional slight turns. The gaze is directed towards the other person throughout the interaction. The body language includes subtle hand gestures, possibly for emphasis, and slight head nods, indicating engagement in the conversation. The facial expressions, particularly the changes in mouth corner positioning, are key indicators of the speaker's emotional state, transitioning from neutral to frustrated and then to a brief smile."
1096,No I don't! Stop it! Stop it! Stop it! Stop it!,Chandler,anger,negative,104,15,5,8,"00:21:24,032","00:21:26,993",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia104_utt15.mp4,"The speaker begins with a neutral expression, which transitions to frustration, then briefly smiles. Initially, the speaker's mouth corners are downturned, indicating neutrality. As frustration builds, his mouth corners turn upwards, and he nods and shakes his head, emphasizing his points. His eyebrows furrow slightly during moments of frustration, and his gaze remains directed towards the other person. He uses hand gestures to emphasize his words, and his body language becomes more animated as he speaks. Finally, a brief smile appears, suggesting a shift to a lighter mood. The speaker's facial expressions, head movements, and body language all contribute to the evolving emotional state, moving from neutral to frustrated, and concluding with a hint of amusement."
1097,Hello Greg?,Monica,neutral,neutral,105,0,8,4,"0:21:37,296","0:21:40,258",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt0.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as she speaks, indicated by subtle eyebrow raises and slight lip movements. Her gaze remains directed towards the person she is conversing with, suggesting active listening and engagement. She occasionally nods her head, further emphasizing her involvement in the conversation. As the interaction progresses, her expression becomes more animated, reflecting an increase in enthusiasm or interest. This shift is accompanied by more pronounced facial expressions, including slight smiles and more dynamic mouth movements. Her body language also reflects this change, with increased hand gestures and a more open posture, indicating a growing sense of enthusiasm. Towards the end, her expression returns to a more neutral state, though she maintains a level of engagement through continued eye contact and subtle head movements. Overall, the speaker's emotional arc moves from neutrality to engagement and enthusiasm, then back to a neutral yet attentive state."
1098,"Hi, this is Monica from the plane?",Monica,neutral,neutral,105,1,8,4,"0:21:40,258","0:21:40,443",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt1.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as she speaks, indicated by subtle eyebrow raises and slight lip movements. Her gaze remains directed towards the other person, suggesting active listening and engagement. She occasionally nods her head, indicating agreement or understanding, while her body language remains relatively still, with minimal movement beyond these subtle gestures. Her facial expressions evolve from neutral to engaged, reflecting an increasing involvement in the conversation. This shift is supported by the raised eyebrows and slight lip movements, which suggest attentiveness and responsiveness. The nodding further reinforces her engagement, indicating agreement or acknowledgment. Overall, the speaker's emotional arc progresses from neutral to engaged, marked by attentive facial expressions and supportive body language."
1099,"Listen, the number that you gave me 853-5   That is their old number!",Monica,anger,negative,105,2,8,4,"00:21:40,590","00:21:47,722",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt2.mp4,"The speaker begins with a neutral expression, which transitions to a more serious demeanor as she talks on the phone. Her mouth corners turn slightly downward, reflecting her serious tone. She nods occasionally, indicating engagement in the conversation. Her gaze shifts between the phone and the man beside her, suggesting active listening and participation. Her body language remains relatively still, with subtle hand gestures accompanying her speech. The combination of her downturned mouth corners, focused gaze, and minimal body movement suggests a serious and engaged emotional state."
1100,Jennys been giving it out since they moved!,Monica,anger,negative,105,3,8,4,"00:21:44,678","00:21:47,722",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt3.mp4,"The woman begins with a neutral expression, her mouth corners slightly upturned, suggesting mild amusement or engagement. As she speaks, her eyebrows raise slightly, indicating interest or emphasis. Her gaze alternates between the man and the phone, showing active participation in the conversation. She nods occasionally, reinforcing her engagement. Her body language remains relaxed, with subtle hand gestures accompanying her speech. Her facial expressions shift subtly throughout the conversation, reflecting her engagement and reactions to the man's comments. Her mouth corners move dynamically, sometimes upturning further when emphasizing points, and at other times returning to a neutral position. Her head tilts and nods suggest active listening and agreement. Overall, her demeanor transitions from neutral to engaged and interested, punctuated by moments of mild amusement or emphasis."
1101,Jenny! That is so Jenny!,Chandler,joy,positive,105,4,8,4,"00:21:47,889","00:21:51,851",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt4.mp4,"The speaker begins with a neutral expression, which transitions to a cheerful demeanor characterized by upturned mouth corners and visible teeth. This cheerful expression is maintained throughout the clip, with no significant changes in facial expressions or body language. The speaker's gaze remains directed towards the other person, indicating engagement in the conversation. The speaker's head is slightly tilted forward, suggesting attentiveness, and there are no noticeable head or body movements. The consistent smile and engaged gaze suggest a positive and attentive emotional state."
1102,"Hey listen umm, how would you like to get together?",Monica,neutral,neutral,105,5,8,4,"00:21:52,019","00:21:55,938",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt5.mp4,"The speaker begins with a neutral expression, which transitions to a cheerful demeanor as she engages in conversation. Her facial expressions include smiling, nodding, and gesturing with her hands, indicating engagement and enthusiasm. Her head tilts slightly, and her gaze alternates between the man and the phone, reflecting active participation in the conversation. The body language includes hand gestures and slight shifts in posture, suggesting an animated and engaged state. The final emotional state is cheerful, supported by the combination of a smile, nodding, and dynamic hand gestures."
1103,Say next Saturday?,Monica,neutral,neutral,105,6,8,4,"00:21:54,000","00:21:55,938",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt6.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile, indicating a shift towards a positive emotion. This change is marked by the upturning of mouth corners and a subtle lift in the eyebrows. The head remains relatively still, facing forward, with occasional slight tilts and nods, suggesting engagement in the conversation. The gaze is directed towards the woman on the phone, indicating attentiveness. The body language is relaxed, with minimal movement, reinforcing the calm and engaged demeanor. The transition from neutrality to a slight smile suggests a positive emotional shift, possibly due to the content of the phone call or a shared moment between the two individuals."
1104,"Okay, how about Sunday?",Monica,neutral,neutral,105,7,8,4,"00:21:56,106","00:21:58,316",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt7.mp4,"The woman's emotional state begins as neutral, transitions to mild amusement, and concludes with a brief smile. Initially, her mouth corners are slightly upturned, indicating a neutral expression. As she speaks, her mouth corners become more pronouncedly upturned, suggesting amusement. Her eyebrows remain relatively neutral throughout, with no significant raising or furrowing. She maintains a consistent gaze towards the man, indicating engagement. Her head remains mostly still, with slight tilts and nods accompanying her speech. Her body language is relaxed, with minimal movement. The transition from a neutral to amused expression is marked by the change in her mouth corners, while the brief smile at the end is reflected in the upturning of her mouth corners."
1105,"Okay umm, the week after that?",Monica,joy,positive,105,8,8,4,"0:21:58,483","0:21:59,568",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt8.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile by the end. Initially, the speaker's mouth corners are slightly upturned, indicating a neutral or mildly positive affect. As the clip progresses, the speaker's mouth corners become more neutral, suggesting a shift towards a more relaxed state. Towards the end, the mouth corners turn upwards again, forming a subtle smile, reflecting a positive emotional change. This transition is accompanied by a slight upward tilt of the head, indicating engagement or interest. The speaker's gaze remains directed off-screen throughout, suggesting focused attention on the conversation. The speaker's body language remains relatively still, with minimal movement, reinforcing a calm and composed demeanor. The combination of these facial expressions, head movements, and body language suggests an overall emotional arc that moves from neutrality to mild positivity, culminating in a subtle smile."
1106,The week after that?,Monica,joy,positive,105,9,8,4,"0:21:59,568","0:22:01,261",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt9.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile towards the end. This shift suggests a change from neutrality to mild amusement or contentment. Initially, the speaker's mouth corners are neutral, but they curve slightly upwards as the clip progresses. The speaker's gaze remains directed towards the other person throughout, indicating engagement. The speaker's head is tilted slightly forward, suggesting attentiveness, and there is minimal movement, indicating a relaxed posture. The speaker's body language remains relatively still, with no significant gestures or movements, reinforcing a calm demeanor. The subtle upward curve of the mouth corners, combined with the consistent gaze and relaxed posture, indicates a transition from a neutral to a mildly positive emotional state."
1107,Yknow what Greg?,Monica,anger,negative,105,10,8,4,"00:22:03,488","00:22:04,947",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt10.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as she speaks, indicated by subtle eyebrow raises and slight lip movements. Her gaze remains directed towards the other person throughout, suggesting focused attention. She occasionally nods her head slightly, reinforcing her engagement in the conversation. Her body language is relatively still, with minimal movement, indicating a calm and attentive presence. As the clip progresses, her expression becomes more animated, reflecting active participation in the discussion. The combination of these facial expressions, head movements, and body language suggests an evolving emotional state that moves from neutrality to engagement and interest."
1109,"We are good, interesting, funny people with",Monica,anger,negative,105,11,8,4,"00:22:05,115","00:22:09,410",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia105_utt11.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as she speaks, indicated by subtle eyebrow raises and slight lip movements. Her gaze remains directed towards the other person, suggesting active listening and engagement. She maintains a relatively still head position, with occasional slight tilts and nods, indicating attentiveness. Her body language is relaxed, with minimal movement, reinforcing her focused attention. As the conversation progresses, her expression becomes more animated, reflecting increasing engagement and interest. Towards the end, there is a subtle shift in her expression, possibly a slight smile, suggesting a positive or agreeable response to the ongoing interaction. This change is supported by a slight upturn of her mouth corners and a softening of her facial muscles. Overall, the speaker's emotional arc moves from neutral to engaged and interested, culminating in a brief moment of positivity."
1110,Hey Chandler! Yknow that girl you went to college with who-who became a movie director?,Joey,neutral,neutral,106,0,6,18,"00:01:59,994","00:02:03,997",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia106_utt0.mp4,"The speaker begins with a neutral expression, which transitions to frustration, and ends with a brief smile. Initially, the speaker's mouth corners are downturned, indicating neutrality. As frustration builds, the mouth corners turn upwards, and the eyebrows furrow slightly. The head tilts and nods, suggesting engagement and emphasis. The gaze shifts between the person he is speaking to and the surrounding environment, reflecting his emotional state. His body language includes hand gestures and slight shifts in posture, reinforcing the intensity of his emotions. The brief smile at the end is marked by upturned mouth corners and a relaxed facial posture."
1111,"Oh yeah, Dana Keystone. She was in my Movement class.",Chandler,neutral,neutral,106,1,6,18,"00:02:04,165","00:02:07,543",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia106_utt1.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks. His eyebrows raise slightly, and his mouth corners turn upwards, indicating increasing engagement. He nods occasionally, suggesting agreement or emphasis, and his gaze shifts between looking directly at the camera and glancing down. His body language includes hand gestures that emphasize his points, conveying enthusiasm. The combination of raised eyebrows, upturned mouth corners, and animated hand gestures suggests an enthusiastic and engaged emotional state. This enthusiasm is evident throughout the clip, with no significant shifts in emotion."
1112,Whats a Movement class?,Phoebe,neutral,neutral,106,2,6,18,"00:02:08,169","00:02:09,795",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia106_utt2.mp4,"The speaker begins with a neutral expression, which transitions to a slight smile, indicating a shift towards a more positive emotional state. This change is marked by the upturning of mouth corners and a subtle lift in the eyebrows. The head remains relatively still, facing forward, with occasional slight tilts and nods, suggesting engagement in conversation. Her gaze is directed slightly downwards, possibly towards someone off-screen, maintaining a calm demeanor throughout. The body language is relaxed, with minimal movement, reinforcing the impression of a casual interaction. The overall emotional arc suggests a transition from neutrality to mild positivity, indicated by the combination of facial expressions and subtle head movements."
1113,Its Chandlers way of pretending he didnt take mime.,Monica,neutral,neutral,106,3,6,18,"00:02:09,963","00:02:13,340",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia106_utt3.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as she speaks, indicated by subtle eyebrow raises and slight lip movements. Her gaze remains directed towards someone off-screen, suggesting active listening and engagement. She occasionally nods her head slightly, reinforcing her involvement in the conversation. Her body language is relaxed, with minimal movement aside from these subtle gestures. As the clip progresses, her expression becomes more animated, reflecting an increase in interest or enthusiasm. This shift is marked by more pronounced eyebrow movements and increased lip activity. Towards the end, there is a brief smile, evidenced by a slight upturn of her mouth corners, indicating a positive reaction or agreement with what is being discussed. Overall, the speaker's emotional arc moves from neutral to engaged, then to enthusiastic, culminating in a brief moment of positivity."
1114,"Oh well listen, anyway shes directing the new Al Pacino movie. You gotta get me an audition!",Joey,joy,positive,106,4,6,18,"00:02:13,883","00:02:21,306",dev,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/dev/dev_splits_complete/dia106_utt4.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, marked by slight eyebrow raises and lip movements. His gaze shifts between the others at the table and something off-screen, indicating active engagement. He nods occasionally, suggesting agreement or emphasis, while his body language remains relatively still, with subtle hand gestures accompanying his speech. As the conversation progresses, his expression becomes more animated, reflecting increasing engagement and interest. Towards the end, there is a slight upturn of the mouth corners, hinting at a brief smile, possibly in response to a comment or thought. This shift suggests a transition from neutrality to mild amusement or satisfaction. The speaker's facial expressions, including eyebrow movements and lip articulation, combined with his head nods and gaze shifts, contribute to the evolving emotional state, culminating in a brief smile that indicates a positive reaction."
